Timestamp,Email Address,Name,Preferred Name,Are you a/an ,What organization are you affiliated with?,What organization are you affiliated with?.1,Are you willing to provide a cell phone number to be contacted by your mentor? ,Please add your phone number,Which level of student do you wish to mentor (check all the apply),How many mentees do you wish to mentor?,"If you already are mentoring students via PCCW, please write in the exact number you are mentoring ",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Academia and research],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Architecture and urban planning],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Biotech, pharmaceutical, life sciences, and medical devices]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Business],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Consulting and strategy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Corporate and general management],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Creative fields],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Data and analytics],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Design],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Education],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Energy, sustainability and the environment]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Engineering],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Entrepreneurship and startups],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Finance, investment and financial services]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Health and wellness],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Hospitality],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Human resources],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [IT and technology],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Journalism, publishing and communications]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Law and legal services],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Marketing],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Media and entertainment],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Medicine and healthcare],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Non-profit and social enterprise],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Policy and advocacy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Psychology and social work],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Public service and government],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Real estate],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Retail and consumer goods],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Veterinary medicine],"Would you like your match to be based, in part, on your location?",Your location/where you wish to work (mentees) or reside (mentors); click all that apply that you want to be considered in match,"Would you like your match to be based, in part, on specific career advice you are seeking or want to provide?",Click all career advice areas that apply,"Would you like your match to be based, in part, on your college/school affiliation(s) at Cornell? Graduate students please indicate the college that most closely relates to your Field of Study administered by the Graduate School or professional degree you are obtaining.",Click all that apply,Please provide a short bio that we will use to introduce you to your mentor/mentee.,"Is there anything else you would like to share with the mentoring committee about yourself? (could include hobbies. interests, volunteering, etc.)","Is there anything else you would like to share with the mentor...urself? (could include hobbies. interests, volunteering, etc.)"
10/05/2025 05:07:49,brianna.smith111@gmail.com,Brianna Smith,Brianna,PCCW member,,,Yes,302-968-1177x589,Graduate,4.0,0.0,,,,,,2nd,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,No,,No,,"I’m working in finance, investment and financial services and would love to connect around career paths and community.",In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
11/13/2025 22:15:41,william.dougherty112@gmail.com,William Dougherty,Will,Graduate student,,Other,Yes,3849700766,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,No,,No,,No,,"I’m researching finance, investment and financial services and I value thoughtful mentoring relationships.",In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
09/08/2025 22:27:50,jennifer.wallace113@gmail.com,Jennifer Wallace,,Graduate student,,Other,Yes,759-821-2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,No,,Yes,Work-Life Balance,No,,I have been researching real estate and I’m excited to learn from different perspectives.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
06/24/2025 20:15:11,virginia.schmidt114@outlook.com,Virginia Schmidt,,PCCW member,,,Yes,789.961.1836x736,Undergraduate,4.0,0.0,2nd,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,NYC Area,Yes,Networking,Yes,Cornell Jeb E. Brooks School Of Public Policy,My background is in bringing experience in law and legal services and I value thoughtful mentoring relationships.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
04/25/2025 19:41:11,raymond.blair115@gmail.com,Raymond Blair,,PCCW member,,,No,,"Undergraduate, Graduate",3.0,0.0,,,,1st Choice,,,,,,,,,,,,,,,,,,2nd,,,,,,,,,Yes,East Coast U.S.,No,,Yes,Cornell SC Johnson College Of Business,I have been working in business and I value thoughtful mentoring relationships.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
10/17/2025 17:09:24,larry.edwards116@cornell.edu,Larry Edwards,,PCCW member,,,Yes,252-771-1116x152,Undergraduate,3.0,2.0,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,Yes,"U.K., Western Europe",Yes,Public Service And Non-Profit Careers,Yes,Weill Cornell Medicine (NYC),My background is in bringing experience in health and wellness and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
07/06/2025 11:31:31,elizabeth.jenkins117@outlook.com,Elizabeth Jenkins,,PCCW member,,,Yes,+1-360-749-4519x83273,"Undergraduate, Graduate",1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,No,,Yes,Entrepreneurship And Startup Advice,Yes,College Of Arts And Sciences,I am currently bringing experience in psychology and social work and I value thoughtful mentoring relationships.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
05/24/2025 10:49:30,megan.richardson118@gmail.com,Megan Richardson,Megan,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,001-649-636-8998x09402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,Yes,East Coast U.S.,No,,Yes,Cornell Tech (NYC),My background is in transitioning within real estate and I enjoy helping others think through next steps.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
10/01/2025 03:38:39,sandra.bell119@cornell.edu,Sandra Bell,Sandra,Undergraduate student,Building Ourselves Through Sisterhood and Service (BOSS),,Yes,(529)861-2018,,,,,,,,,,,3rd,,,,,,,2nd,,,1st Choice,,,,,,,,,,,,,Yes,West Coast U.S.,No,,No,,I am currently learning about it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
04/10/2025 04:54:01,robert.peterson120@cornell.edu,Robert Peterson,,Graduate student,,Cornell Tech,Yes,(645)999-1022x901,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,No,,I’m deepening experience in entrepreneurship and startups and I enjoy helping others think through next steps.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
08/15/2025 20:17:36,ebony.tucker121@outlook.com,Ebony Tucker,Ebony,Graduate student,,Cornell Tech,No,,,,,,,,2nd,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,Yes,"Navigating The Workforce, Career Guidance",Yes,Cornell Tech (NYC),"I have been deepening experience in finance, investment and financial services and I’m excited to learn from different perspectives.",In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
02/04/2025 09:12:48,scott.nelson122@gmail.com,Scott Nelson,Scott,PCCW member,,,Yes,001-281-256-1497x84036,"Undergraduate, Graduate",2.0,1.0,,,,,,,,,,,,2nd,,,,,,,,1st Choice,3rd,,,,,,,,,,No,,No,,No,,I am currently mentoring around law and legal services and I enjoy helping others think through next steps.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
04/03/2025 16:59:22,james.dougherty123@cornell.edu,James Dougherty,James,PCCW member,,,Yes,001-724-345-1076x22683,"Undergraduate, Graduate",1.0,0.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Work-Life Balance,No,,I’m especially interested in mentoring around business and I’m excited to learn from different perspectives.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
10/18/2025 07:57:30,randy.harmon124@gmail.com,Randy Harmon,,PCCW member,,,Yes,(707)415-9696x64160,Undergraduate,1.0,0.0,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,No,,No,,Yes,College Of Engineering,My background is in mentoring around engineering and I’m excited to learn from different perspectives.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
02/21/2025 14:31:47,laurie.montgomery125@gmail.com,Laurie Montgomery,Laurie,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,001-651-761-3696x816,,,,,,,,,,,,,,,2nd,,,,,,1st Choice,,3rd,,,,,,,,,,,No,,No,,Yes,Graduate School Field Of Study,I’m especially interested in transitioning within it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
07/23/2025 17:09:20,jeffrey.maxwell126@cornell.edu,Jeffrey Maxwell,Jeffrey,Graduate student,,Cornell Tech,Yes,581-388-3552,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,No,,Yes,Career Guidance,Yes,Cornell Tech (NYC),"I’m researching finance, investment and financial services and would love to connect around career paths and community.",In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
10/14/2025 07:17:54,dwayne.gonzalez127@gmail.com,Dwayne Gonzalez,Dway,PCCW member,,,Yes,+1-721-427-7997x995,Undergraduate,1.0,2.0,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,No,,Yes,Networking,No,,I’m especially interested in working in engineering and I enjoy helping others think through next steps.,In my free time I enjoy baking.,In my free time I enjoy baking.
08/24/2025 22:38:48,scott.harrison128@gmail.com,Scott Harrison,,PCCW member,,,Yes,+1-744-690-5814x7700,"Undergraduate, Graduate",2.0,0.0,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,Yes,West Coast U.S.,No,,Yes,Cornell Tech (NYC),I’m especially interested in bringing experience in it and technology and I value thoughtful mentoring relationships.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
10/26/2025 12:17:01,chase.lin129@outlook.com,Chase Lin,Chase,PCCW member,,,Yes,999-586-7980,Graduate,3.0,1.0,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,No,,Yes,Career Guidance,Yes,Cornell Law School,I’m especially interested in mentoring around law and legal services and I value thoughtful mentoring relationships.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
02/13/2025 06:43:46,marc.alvarez130@cornell.edu,Marc Alvarez,Marc,Graduate student,,Graduate and Professional Student Assembly (GPSA),No,,,,,,,,,,2nd,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,No,,My background is in researching entrepreneurship and startups and would love to connect around career paths and community.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
01/24/2025 20:45:38,edward.brown131@gmail.com,Edward Brown,,Graduate student,,Other,Yes,451-782-0377,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,No,,No,,I am currently deepening experience in it and technology and I value thoughtful mentoring relationships.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
01/26/2025 16:13:13,nathan.campbell132@cornell.edu,Nathan Campbell,Nathan,Graduate student,,Cornell Tech,Yes,(759)305-1518x64492,,,,,,,,,,,,,,,,,,,,,1st Choice,,2nd,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,No,,I’m researching it and technology and would love to connect around career paths and community.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
08/29/2025 04:37:20,brandi.thomas133@gmail.com,Brandi Thomas,,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,(346)829-1486x528,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,Yes,West Coast U.S.,No,,Yes,Cornell SC Johnson College Of Business,I’m especially interested in researching corporate and general management and I enjoy helping others think through next steps.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
01/17/2025 23:36:15,william.smith134@cornell.edu,William Smith,,PCCW member,,,Yes,223-757-3322x1418,Graduate,2.0,0.0,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,East Coast U.S.,No,,No,,I’m especially interested in working in law and legal services and would love to connect around career paths and community.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
05/11/2025 03:18:47,nancy.williamson135@cornell.edu,Nancy Williamson,Nancy,PCCW member,,,Yes,+1-962-622-9270x653,Graduate,1.0,1.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,Yes,Cornell SC Johnson College Of Business,I am currently working in business and would love to connect around career paths and community.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
06/24/2025 16:05:03,karen.bowers136@cornell.edu,Karen Bowers,,Undergraduate student,Other,,No,,,,,,,,2nd,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,No,,Yes,Public Service And Non-Profit Careers,Yes,Cornell Jeb E. Brooks School Of Public Policy,I’m exploring law and legal services and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
05/01/2025 16:29:53,jesus.allen137@cornell.edu,Jesus Allen,Jesus,PCCW member,,,No,,Undergraduate,2.0,2.0,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,No,,Yes,"Navigating The Workforce, Work-Life Balance",Yes,College Of Human Ecology,I am currently bringing experience in health and wellness and I value thoughtful mentoring relationships.,In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
09/02/2025 06:49:34,tammy.mueller138@gmail.com,Tammy Mueller,,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,859.477.4688,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,No,,Yes,"Entrepreneurship And Startup Advice, Networking",Yes,College Of Human Ecology,"I am currently transitioning within journalism, publishing and communications and I’m excited to learn from different perspectives.",In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
04/30/2025 21:27:06,lisa.solis139@outlook.com,Lisa Solis,Lisa,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,(640)375-8181,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,No,,Yes,"Work-Life Balance, Navigating The Workforce",Yes,College Of Human Ecology,I am currently deepening experience in medicine and healthcare and I value thoughtful mentoring relationships.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
04/08/2025 17:57:42,kathryn.nelson140@gmail.com,Kathryn Nelson,,PCCW member,,,Yes,826.313.7506x06853,"Undergraduate, Graduate",1.0,1.0,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,Yes,"Work-Life Balance, Navigating The Workforce",Yes,Cornell Ann S. Bowers College Of Computing And Information Science,I’m especially interested in mentoring around it and technology and I enjoy helping others think through next steps.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
06/28/2025 20:17:04,nicholas.johnson141@cornell.edu,Nicholas Johnson,,Graduate student,,Other,Yes,952-220-4727,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Work-Life Balance,Yes,Cornell Tech (NYC),I have been deepening experience in data and analytics and I’m excited to learn from different perspectives.,In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
07/29/2025 09:56:06,rebecca.smith142@outlook.com,Rebecca Smith,Rebe,Graduate student,,Other,Yes,628.398.6143,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,Yes,U.K.,Yes,Career Guidance,No,,I’m especially interested in researching health and wellness and I enjoy helping others think through next steps.,In my free time I enjoy baking.,In my free time I enjoy baking.
01/19/2025 01:21:47,brandon.barnes143@gmail.com,Brandon Barnes,Brandon,Undergraduate student,Other,,Yes,+1-671-817-9808x932,,,,,,2nd,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,No,,Yes,Networking,No,,I have been learning about medicine and healthcare and I value thoughtful mentoring relationships.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
03/04/2025 06:20:19,aaron.gomez144@cornell.edu,Aaron Gomez,,PCCW member,,,Yes,001-262-818-5188,Undergraduate,2.0,0.0,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,"NYC Area, Eastern Europe",Yes,Public Service And Non-Profit Careers,Yes,Cornell Jeb E. Brooks School Of Public Policy,I’m mentoring around law and legal services and I value thoughtful mentoring relationships.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
02/27/2025 00:41:51,morgan.williams145@cornell.edu,Morgan Williams,Morg,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,(754)705-1531x9520,,,,,,,,,,,,,,,1st Choice,,2nd,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,Yes,"Career Guidance, Transitioning From Academia To Industry Or Navigating Career Changes",Yes,Cornell Tech (NYC),I am currently transitioning within engineering and I’m excited to learn from different perspectives.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
09/09/2025 07:17:41,lisa.thompson146@cornell.edu,Lisa Thompson,,Graduate student,,Other,Yes,001-677-822-1704x30305,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,Yes,"East Coast U.S., NYC Area",Yes,Navigating The Workforce,No,,I am currently deepening experience in it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
07/09/2025 10:36:03,veronica.daniels147@gmail.com,Veronica Daniels,,PCCW member,,,Yes,903-845-0541x566,"Undergraduate, Graduate",2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,2nd,No,,Yes,"Networking, Entrepreneurship And Startup Advice",Yes,Graduate School Field Of Study,I’m bringing experience in medicine and healthcare and I enjoy helping others think through next steps.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
02/08/2025 02:32:03,matthew.lopez148@gmail.com,Matthew Lopez,,PCCW member,,,No,,"Undergraduate, Graduate",2.0,1.0,,,2nd,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,Yes,U.K.,Yes,Public Service And Non-Profit Careers,No,,My background is in working in medicine and healthcare and I’m excited to learn from different perspectives.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
10/27/2025 15:20:27,heather.richardson149@gmail.com,Heather Richardson,Heather,Undergraduate student,Other,,Yes,641.661.6928x45115,,,,,,2nd,1st Choice,,3rd,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,"Navigating The Workforce, Networking",No,,I’m especially interested in curious about business and would love to connect around career paths and community.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
08/14/2025 15:33:01,sean.robbins150@outlook.com,Sean Robbins,Sean,Graduate student,,Cornell Tech,Yes,(275)370-5964,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,Yes,College Of Engineering,My background is in deepening experience in academia and research and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
05/22/2025 02:03:57,emily.sullivan151@cornell.edu,Emily Sullivan,Emily,PCCW member,,,Yes,220.429.7021x35569,Undergraduate,2.0,2.0,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,No,,No,,No,,I have been bringing experience in engineering and would love to connect around career paths and community.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
08/09/2025 17:50:32,erika.rush152@outlook.com,Erika Rush,Erika,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,(271)492-8565x431,,,,1st Choice,,,,,2nd,,,,,,,,,,,,,,,,,,,,,,,,,Yes,West Coast U.S.,No,,Yes,Graduate School Field Of Study,I have been researching academia and research and I value thoughtful mentoring relationships.,In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
10/22/2025 07:23:13,victor.hughes153@gmail.com,Victor Hughes,,Graduate student,,Cornell Tech,No,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,2nd,,,,,,,,,No,,Yes,"Transitioning From Academia To Industry Or Navigating Career Changes, Career Guidance, Navigating The Workforce",No,,My background is in transitioning within engineering and would love to connect around career paths and community.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
05/14/2025 05:52:35,anna.green154@cornell.edu,Anna Green,,PCCW member,,,Yes,973-394-7312x172,Undergraduate,2.0,0.0,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,No,,No,,I am currently bringing experience in corporate and general management and would love to connect around career paths and community.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
05/19/2025 13:21:40,lisa.ponce155@gmail.com,Lisa Ponce,Lisa,Graduate student,,Cornell Tech,No,,,,,,,,,,,,,,,,,,,2nd,,,1st Choice,,,3rd,,,,,,,,,,No,,No,,Yes,Cornell Tech (NYC),I’m deepening experience in it and technology and would love to connect around career paths and community.,In my free time I enjoy photography.,In my free time I enjoy photography.
07/05/2025 00:52:08,valerie.contreras156@gmail.com,Valerie Contreras,,PCCW member,,,Yes,001-518-484-4225x831,Graduate,1.0,0.0,,,,,,,,,,,,,,,,,,,,1st Choice,,2nd,,,,,,,,,No,,Yes,"Navigating The Workforce, Entrepreneurship And Startup Advice",No,,I have been bringing experience in law and legal services and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
10/17/2025 18:03:54,joel.snyder157@cornell.edu,Joel Snyder,,PCCW member,,,Yes,(989)857-8291x146,"Undergraduate, Graduate",4.0,0.0,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Work-Life Balance,Yes,College Of Agriculture And Life Sciences,"My background is in working in biotech, pharmaceutical, life sciences, and medical devices and I enjoy helping others think through next steps.",In my free time I enjoy language learning.,In my free time I enjoy language learning.
03/16/2025 11:05:25,kayla.morrow158@cornell.edu,Kayla Morrow,Kayla,Graduate student,,Cornell Tech,Yes,425-417-7852,,,,,,,,,,,1st Choice,,,,,,2nd,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,Yes,Cornell Law School,I have been transitioning within data and analytics and I enjoy helping others think through next steps.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
03/04/2025 13:48:07,ryan.bartlett159@gmail.com,Ryan Bartlett,,Undergraduate student,First Gen,,No,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Networking,Yes,Cornell SC Johnson College Of Business,I have been exploring business and would love to connect around career paths and community.,In my free time I enjoy baking.,In my free time I enjoy baking.
02/20/2025 16:40:16,brian.martinez160@cornell.edu,Brian Martinez,,Graduate student,,Graduate and Professional Student Assembly (GPSA),No,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,No,,No,,No,,I’m especially interested in deepening experience in engineering and I value thoughtful mentoring relationships.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
05/21/2025 13:44:00,eric.martin161@gmail.com,Eric Martin,Eric,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,Yes,335-484-1438x42498,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,2nd,,,,,,,,Yes,South Asia,No,,No,,I am currently learning about law and legal services and I value thoughtful mentoring relationships.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
07/07/2025 22:29:44,brittany.carpenter162@gmail.com,Brittany Carpenter,,Graduate student,,Other,No,,,,,,2nd,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,No,,Yes,Public Service And Non-Profit Careers,No,,My background is in deepening experience in medicine and healthcare and would love to connect around career paths and community.,In my free time I enjoy baking.,In my free time I enjoy baking.
09/14/2025 14:40:38,george.weber163@cornell.edu,George Weber,,Graduate student,,Other,No,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,Yes,Work-Life Balance,Yes,College Of Engineering,My background is in deepening experience in it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy campus community building.,In my free time I enjoy campus community building.
09/30/2025 19:05:26,rachel.morgan164@gmail.com,Rachel Morgan,Rach,Graduate student,,Other,No,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,2nd,,,,,,,,,,No,,Yes,Navigating The Workforce,No,,I’m especially interested in researching health and wellness and I enjoy helping others think through next steps.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
03/17/2025 16:30:24,sandra.williams165@gmail.com,Sandra Williams,,Graduate student,,Other,Yes,2109943969,,,,,,,,,,,,,,,,,,,,,1st Choice,,,2nd,,,,,,,,,,Yes,U.K.,Yes,"Transitioning From Academia To Industry Or Navigating Career Changes, First Generation Student Guidance",No,,I’m researching it and technology and would love to connect around career paths and community.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
03/18/2025 22:39:10,pamela.gardner166@gmail.com,Pamela Gardner,,Undergraduate student,Residence Hall Council,,Yes,+1-947-536-4710x2767,,,,,,,,,,,,,,,2nd,,,,,,1st Choice,,,,,,,,,,,,,Yes,East Coast U.S.,No,,Yes,Cornell Ann S. Bowers College Of Computing And Information Science,I am currently curious about it and technology and I enjoy helping others think through next steps.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
06/11/2025 18:28:09,matthew.thomas167@outlook.com,Matthew Thomas,,Graduate student,,Other,Yes,001-355-662-5881x537,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,Yes,Western Europe,Yes,Career Guidance,No,,I have been transitioning within it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
02/14/2025 03:48:44,shannon.thomas168@outlook.com,Shannon Thomas,,PCCW member,,,No,,Graduate,1.0,0.0,,,,,,2nd,,,,,,,,,,,,1st Choice,,,,,,,,,,,,3rd,Yes,East Coast U.S.,No,,Yes,College Of Engineering,I have been working in it and technology and I value thoughtful mentoring relationships.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
05/18/2025 04:34:22,brent.dougherty169@gmail.com,Brent Dougherty,Brent,Graduate student,,Other,Yes,+1-963-625-9532x787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,No,,Yes,Networking,No,,My background is in researching retail and consumer goods and would love to connect around career paths and community.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
03/24/2025 04:40:48,tyler.davis170@gmail.com,Tyler Davis,,PCCW member,,,No,,Graduate,3.0,1.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Western Europe,Yes,"Entrepreneurship And Startup Advice, Career Guidance",No,,I am currently mentoring around business and would love to connect around career paths and community.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
